template_path,template_x,template_y,template_w,template_h,query_path,query_x,query_y,query_w,query_h,occlusions
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Badminton1_14807/img/00141.jpg,564,275,118,262,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Badminton1_14807/img/00241.jpg,689,275,119,273,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_IceSkating_3700/img/00291.jpg,129,138,47,107,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_IceSkating_3700/img/00391.jpg,179,175,79,156,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Puppies2_1/img/00071.jpg,606,79,127,179,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Puppies2_1/img/00171.jpg,593,78,135,187,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00051.jpg,538,268,292,152,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00151.jpg,567,182,284,142,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Badminton1_14807/img/00021.jpg,959,353,118,266,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Badminton1_14807/img/00121.jpg,536,212,118,263,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_ZebraFish_6650/img/00051.jpg,939,222,118,75,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_ZebraFish_6650/img/00151.jpg,1042,147,108,87,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Alladin_5500/img/00211.jpg,258,129,173,541,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Alladin_5500/img/00311.jpg,270,127,161,557,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing3_1200/img/00211.jpg,539,213,93,231,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing3_1200/img/00311.jpg,535,232,94,234,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Mohiniyattam_1/img/00021.jpg,1025,404,91,195,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Mohiniyattam_1/img/00121.jpg,902,392,87,224,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Bharatanatyam_1/img/00431.jpg,277,143,63,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Bharatanatyam_1/img/00531.jpg,357,146,55,70,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Basketball_1/img/00581.jpg,503,359,27,79,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Basketball_1/img/00681.jpg,503,360,27,79,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Parakeet_7000/img/00291.jpg,476,190,107,75,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Parakeet_7000/img/00391.jpg,451,210,107,75,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00721.jpg,848,351,201,142,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00821.jpg,686,353,104,88,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium2_1/img/00401.jpg,779,237,122,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium2_1/img/00501.jpg,660,299,70,67,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_CarChase3_6211/img/00141.jpg,526,323,187,116,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_CarChase3_6211/img/00241.jpg,611,284,119,83,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet3_6515/img/00171.jpg,326,360,134,100,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet3_6515/img/00271.jpg,573,200,44,103,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_CarChase1_6226/img/00331.jpg,511,287,51,62,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_CarChase1_6226/img/00431.jpg,262,406,72,57,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Jet1_2800/img/00391.jpg,780,232,47,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Jet1_2800/img/00491.jpg,676,256,67,79,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_ISS_1100/img/00601.jpg,313,69,135,159,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_ISS_1100/img/00701.jpg,349,24,195,199,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing2_200/img/00651.jpg,747,218,111,243,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing2_200/img/00751.jpg,735,220,131,240,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Alladin_2000/img/00081.jpg,395,197,119,361,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Alladin_2000/img/00181.jpg,418,199,104,353,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_IceSkating_3700/img/00131.jpg,252,164,68,68,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_IceSkating_3700/img/00231.jpg,167,159,63,60,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Alladin_5500/img/00451.jpg,286,124,154,545,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Alladin_5500/img/00551.jpg,1090,142,162,508,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Violinist_1300/img/00181.jpg,169,327,88,167,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Violinist_1300/img/00281.jpg,304,252,83,196,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_ISS_22400/img/00621.jpg,437,20,188,214,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_ISS_22400/img/00721.jpg,455,65,132,185,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet4_1939/img/00091.jpg,623,184,131,131,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet4_1939/img/00191.jpg,412,386,124,115,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_19800/img/00261.jpg,419,334,173,183,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_19800/img/00361.jpg,573,219,179,183,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_ZebraFish_6650/img/00121.jpg,985,166,112,85,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_ZebraFish_6650/img/00221.jpg,914,280,84,72,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Dashcam_5200/img/00181.jpg,630,351,71,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Dashcam_5200/img/00281.jpg,637,350,72,63,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Badminton1_6184/img/00331.jpg,752,333,123,289,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Badminton1_6184/img/00431.jpg,530,305,115,270,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Mohiniyattam_1/img/00261.jpg,770,400,92,211,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Mohiniyattam_1/img/00361.jpg,727,410,90,206,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_ISS_744/img/00021.jpg,201,35,256,279,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_ISS_744/img/00121.jpg,398,60,155,201,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00351.jpg,686,230,71,67,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00451.jpg,690,230,71,67,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00881.jpg,645,355,83,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00981.jpg,652,352,72,62,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Drone3_5570/img/00391.jpg,630,336,29,32,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Drone3_5570/img/00491.jpg,631,336,26,26,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet3_6515/img/00111.jpg,364,237,125,99,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet3_6515/img/00211.jpg,373,264,112,94,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00771.jpg,680,154,75,75,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00871.jpg,673,178,68,70,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00121.jpg,731,385,73,163,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00221.jpg,812,390,71,163,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear1_6900/img/00511.jpg,609,375,308,228,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear1_6900/img/00611.jpg,797,378,172,195,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_19900/img/00121.jpg,495,222,87,147,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_19900/img/00221.jpg,559,234,97,112,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Parakeet_7000/img/00421.jpg,447,212,107,75,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Parakeet_7000/img/00521.jpg,512,203,103,75,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00521.jpg,648,320,31,26,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00621.jpg,645,334,36,24,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_CarChase2_12451/img/00161.jpg,262,260,373,188,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_CarChase2_12451/img/00261.jpg,339,277,279,162,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Drone2_5460/img/00091.jpg,447,195,95,103,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Drone2_5460/img/00191.jpg,462,195,95,97,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Basketball_1/img/00061.jpg,619,351,31,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Basketball_1/img/00161.jpg,525,328,27,67,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00221.jpg,789,329,99,87,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00321.jpg,704,336,89,75,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear3_1/img/00401.jpg,655,261,124,191,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear3_1/img/00501.jpg,428,332,195,241,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_DriftCar1_4500/img/00071.jpg,691,250,83,42,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_DriftCar1_4500/img/00171.jpg,792,239,136,65,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00421.jpg,871,354,242,170,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00521.jpg,856,356,256,166,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00391.jpg,774,388,71,163,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00491.jpg,756,386,71,163,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium1_300/img/00331.jpg,24,275,76,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium1_300/img/00431.jpg,201,267,71,51,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00411.jpg,695,237,240,159,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00511.jpg,635,313,195,126,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Billiards2_9643/img/00181.jpg,447,449,51,47,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Billiards2_9643/img/00281.jpg,447,449,51,47,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear3_1/img/00251.jpg,524,198,216,158,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear3_1/img/00351.jpg,699,237,115,178,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Jet3_1/img/00501.jpg,445,280,431,213,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Jet3_1/img/00601.jpg,418,338,339,140,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_IceSkating_3700/img/00541.jpg,63,51,106,142,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_IceSkating_3700/img/00641.jpg,253,78,82,180,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00311.jpg,366,170,267,155,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00411.jpg,695,237,240,159,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Drone3_5570/img/00911.jpg,354,84,36,28,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Drone3_5570/img/01011.jpg,77,21,53,53,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Billiards2_9643/img/00051.jpg,446,449,51,47,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Billiards2_9643/img/00151.jpg,447,449,51,47,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear1_6900/img/00321.jpg,671,332,287,247,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear1_6900/img/00421.jpg,647,331,290,236,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing2_200/img/00661.jpg,708,221,115,229,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing2_200/img/00761.jpg,786,220,131,252,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_MotorcycleChase_1952/img/00121.jpg,567,329,345,244,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_MotorcycleChase_1952/img/00221.jpg,559,279,354,251,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_MotorcycleChase_2247/img/00191.jpg,628,113,369,267,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_MotorcycleChase_2247/img/00291.jpg,382,242,369,267,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet4_1939/img/00251.jpg,445,356,123,107,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet4_1939/img/00351.jpg,458,298,110,124,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone1_2000/img/00811.jpg,551,373,119,343,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone1_2000/img/00911.jpg,530,206,158,431,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_CarChase2_5800/img/00061.jpg,429,276,171,119,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_CarChase2_5800/img/00161.jpg,528,272,171,123,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet3_6515/img/00001.jpg,523,293,72,93,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet3_6515/img/00101.jpg,617,227,124,99,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00181.jpg,566,356,36,19,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00281.jpg,685,336,108,49,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00751.jpg,807,347,171,126,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00851.jpg,647,354,92,78,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00851.jpg,647,354,92,78,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00951.jpg,655,353,72,62,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_DriftCar1_4500/img/00331.jpg,156,257,362,169,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_DriftCar1_4500/img/00431.jpg,554,171,127,49,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00511.jpg,701,230,71,67,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00611.jpg,697,180,71,67,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Alladin_2000/img/00231.jpg,299,183,142,380,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Alladin_2000/img/00331.jpg,380,135,148,393,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Sam_254/img/00111.jpg,356,202,147,311,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Sam_254/img/00211.jpg,429,135,199,413,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00161.jpg,720,387,71,163,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00261.jpg,753,389,71,163,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet4_1939/img/00231.jpg,321,276,124,107,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet4_1939/img/00331.jpg,437,273,119,120,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_19800/img/00131.jpg,487,344,172,186,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_19800/img/00231.jpg,442,361,171,182,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Jet1_1600/img/00271.jpg,542,323,70,39,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Jet1_1600/img/00371.jpg,546,311,51,31,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_CarChase2_5800/img/00471.jpg,572,333,167,132,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_CarChase2_5800/img/00571.jpg,570,282,171,143,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Basketball_1/img/00381.jpg,523,356,26,79,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Basketball_1/img/00481.jpg,520,358,27,79,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00411.jpg,689,230,70,67,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00511.jpg,701,230,71,67,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Alladin_2000/img/00451.jpg,434,131,155,409,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Alladin_2000/img/00551.jpg,296,177,182,374,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Helicopter_3700/img/00691.jpg,441,339,322,176,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Helicopter_3700/img/00791.jpg,518,401,251,139,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00581.jpg,741,313,110,85,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00681.jpg,828,315,141,104,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Bike_3081/img/00031.jpg,817,229,80,139,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Bike_3081/img/00131.jpg,466,181,79,167,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00091.jpg,473,315,291,144,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00191.jpg,525,119,284,142,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Hideaway_1/img/00341.jpg,467,36,124,279,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Hideaway_1/img/00441.jpg,526,108,111,238,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Bharatanatyam_1/img/00751.jpg,624,186,52,62,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Bharatanatyam_1/img/00851.jpg,819,175,47,55,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_CarChase2_2200/img/00051.jpg,675,444,119,79,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_CarChase2_2200/img/00151.jpg,513,312,119,79,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Drone2_5043/img/00261.jpg,0,162,48,93,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Drone2_5043/img/00361.jpg,0,170,55,95,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00541.jpg,703,185,71,67,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00641.jpg,681,172,71,67,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Bharatanatyam_1/img/00681.jpg,469,148,57,67,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Bharatanatyam_1/img/00781.jpg,744,166,45,55,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00281.jpg,709,352,173,141,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00381.jpg,852,353,233,174,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium2_1/img/00201.jpg,911,362,86,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium2_1/img/00301.jpg,1020,355,101,62,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_ISS_744/img/00121.jpg,398,60,155,201,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_ISS_744/img/00221.jpg,412,48,99,122,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Violinist_1750/img/00141.jpg,324,162,129,248,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Violinist_1750/img/00241.jpg,197,223,103,217,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Violinist_1750/img/00061.jpg,274,200,130,267,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Violinist_1750/img/00161.jpg,256,250,107,230,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear3_1/img/00171.jpg,346,153,171,140,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear3_1/img/00271.jpg,552,203,218,159,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Parakeet_7000/img/00461.jpg,458,204,107,75,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Parakeet_7000/img/00561.jpg,504,209,103,75,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Mohiniyattam_1/img/00531.jpg,605,367,94,235,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Mohiniyattam_1/img/00631.jpg,594,375,91,216,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Alladin_5500/img/00301.jpg,269,127,161,557,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Alladin_5500/img/00401.jpg,210,124,160,545,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_18000/img/00491.jpg,598,244,103,164,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_18000/img/00591.jpg,420,261,98,115,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_KinBall3_6326/img/00211.jpg,769,360,151,143,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_KinBall3_6326/img/00311.jpg,346,397,139,132,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Bharatanatyam_1/img/00011.jpg,1052,134,44,47,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Bharatanatyam_1/img/00111.jpg,971,146,46,49,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear1_6900/img/00731.jpg,999,359,159,166,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear1_6900/img/00831.jpg,1111,348,137,154,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_18000/img/01491.jpg,367,272,91,97,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_18000/img/01591.jpg,368,221,97,134,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_18000/img/00581.jpg,422,260,98,115,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_18000/img/00681.jpg,365,235,99,140,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Badminton2_1780/img/00201.jpg,968,424,90,144,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Badminton2_1780/img/00301.jpg,891,394,67,139,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00241.jpg,794,390,71,163,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00341.jpg,764,389,71,163,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Alladin_5500/img/00171.jpg,549,133,175,548,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Alladin_5500/img/00271.jpg,264,123,161,557,oc
